id,latitude,longitude,stake_weight,uuid,distance_km,GDI,0.8linear_weight,0.6linear_weight,0.4linear_weight,0.2linear_weight,0linear_weight
86,40.75,-111.8833,17400,cfb4efa6-45a2-46c2-bf72-c3892f95e44d,186.42871764841595,0.0059960123977056,15119,12838,10557,8277,5996
87,32.0833,34.8833,5183,6d4a18a1-c28f-4094-9a45-d13b3e634d60,31.244278783454806,0.0135784669786108,6862,8541,10220,11899,13578
92,45.5579,-94.1632,3702,78a22530-7caf-4f8a-bf1f-48338158ca63,157.42854983093088,0.0052335734253021,4008,4314,4621,4927,5233
95,25.0333,121.5333,14994,651168bc-a7c9-4b5d-b6f8-c22cb65c0367,365.2617733829445,0.0184860782505216,15692,16391,17089,17787,18486
107,-33.8683,151.2086,10736,901700f9-b19b-4201-a709-75b581b2d13c,51.98655905211824,0.0478898535577129,18167,25597,33028,40459,47889
111,18.5236,73.8478,4072,493dc397-36c8-4b01-9bd0-0951293bd153,118.54074811521448,0.0196939046579586,7196,10321,13445,16569,19693
113,37.5665,126.978,21843,6db6605a-6d38-4c52-ae88-55cbe25bc3eb,262.1891926342103,0.0157082615656208,20616,19389,18162,16935,15708
115,-6.8,39.2833,555,c1b1ec78-edde-4a62-a067-610de7926f37,2401.735885453427,0.0257740273704647,5599,10642,15686,20730,25774
116,24.6333,46.7167,185,c06f1b71-bdec-4cfd-85fa-5f0d9e53ab76,541.2784994788107,0.0144845793403081,3045,5904,8764,11624,14484
133,24.95,55.3333,1480,b4b026f6-7c93-4d4f-96fb-a266158e84cb,118.56439031339836,0.0142711772436468,4038,6597,9155,11713,14271
140,29.9667,-90.05,740,3f36c5ca-2911-4e7e-896e-502ee96e14a4,156.7789120109731,0.0067401091091901,1940,3140,4340,5540,6740
148,23.7,90.375,185,9e9f9bd3-5c64-4ef8-b5d0-e0bc7114effb,295.09411072993584,0.0186348606737994,3875,7565,11254,14944,18634
151,21.3,-157.8167,925,7d27240f-4d03-4773-8049-5975ad62ce75,58.86902605324397,0.0269014815626607,6120,11315,16511,21706,26901
166,52.1333,-106.6833,2406,0ea42e8f-875b-4d70-bed0-3b9ba768d647,612.693021713824,0.0059351506227452,3112,3817,4523,5229,5935
169,-31.9522,115.8589,2036,b37a529e-8cc2-4f61-b786-7d84bd42efed,0.2358697549704148,0.0281626092225759,7261,12486,17712,22937,28162
174,49.8333,73.1667,740,56feb68f-56df-48d1-be84-8fa2fedd227f,673.6005479808323,0.0122146502676177,3035,5330,7624,9919,12214
175,-26.2044,28.0456,1666,75db2e1a-d650-4411-b6f0-2c7e7e40ceab,0.3071502197801391,0.0328776099352382,7908,14150,20392,26635,32877
176,55.0167,82.9333,925,50e04a6e-5799-4573-84de-354d013a200b,782.6785783136334,0.0132765885593642,3395,5865,8336,10806,13276
177,20.667,-103.35,1851,61ca6400-d05a-42ca-adbc-83267fcfb7ea,504.92940031030446,0.0086301160631965,3206,4562,5918,7274,8630
194,55.7903,49.1347,2961,2cb509aa-2849-4253-9951-114627ac8d98,401.9354575739125,0.0108227124868744,4534,6106,7678,9250,10822
220,15.7703,-86.7919,370,ef5ce331-4043-4005-8d89-82e44a9d5207,650.9861155685144,0.0080221266535087,1900,3430,4961,6491,8022
222,12.9716,77.5946,370,7158dfcc-76af-459a-82f7-11577443dfb9,182.10768226928727,0.0212141498652433,4539,8707,12876,17045,21214
224,43.1737,132.0065,185,9e38cbf6-7bff-456b-b59f-3d4d2c8a4482,636.5292497575895,0.0147750385583961,3103,6021,8939,11857,14775
232,10.8231,106.6297,2221,ae7e8353-c027-4e36-9adf-9447798f4f72,0.0155861235907466,0.0197674608674589,5730,9239,12749,16258,19767
238,-15.7942,-47.8822,5368,5ca9f8d2-5d8d-4300-9838-a5ce0c4238ed,599.9194912226853,0.0147069675208375,7236,9103,10971,12839,14706
242,10.4806,-66.9036,740,9934e831-cf6d-4ddc-9e69-250762756c5d,421.75924868089305,0.0080346043072801,2199,3658,5116,6575,8034
245,41.7141,44.8271,1295,c76ce900-fbcf-4489-ac6f-c633a1c17c9d,433.12094104082826,0.0120360383869244,3443,5591,7739,9887,12036
246,35.8989,14.5146,925,832bc776-3823-4002-ad3c-104e4a97b646,4.60564329406438,0.0087693176625926,2494,4063,5631,7200,8769
