id,latitude,longitude,stake_weight,uuid,distance_km,GDI,0.8linear_weight,0.6linear_weight,0.4linear_weight,0.2linear_weight,0linear_weight
86,40.75,-111.8833,3263,e35897d6-aff0-48f3-accb-a2aea6054096,227.6413062843841,0.0069737862509052,4005,4747,5489,6231,6973
87,32.0833,34.8833,382,29ded966-55d1-40aa-ba8a-c0645f06a8b6,57.25107739381385,0.0097269898423156,2251,4120,5989,7858,9726
92,45.5579,-94.1632,802,1fdfd2f4-57db-4547-890a-4cab5ecc999b,184.74146114051013,0.0065976913544192,1961,3120,4279,5438,6597
95,25.0333,121.5333,2693,d91e827e-3114-4798-98e8-f6b30f5034cc,396.0868489058593,0.0198173339557826,6117,9542,12967,16392,19817
98,14.6317,-90.5236,44,1257893c-50fa-4853-b217-4d67fdcff7e6,16.794752721148633,0.0113954618508866,2314,4584,6854,9125,11395
105,-34.9333,138.5833,102,385f665f-c245-488a-b177-e3cc446afa5e,4.003654528449351,0.0478718125415482,9656,19210,28763,38317,47871
107,-33.8683,151.2086,6551,2cfccc19-35bb-4826-b11c-e2732021101b,87.02719336186516,0.0545404694452277,16149,25747,35344,44942,54540
111,18.5236,73.8478,130,62d3f3c8-435e-45c4-9948-3cfc3c9e7efe,103.79691596669632,0.0108623135544183,2277,4423,6569,8716,10862
113,37.5665,126.978,15851,0b8f3b46-1c2c-49e4-af64-63599e93d24c,354.3625383433358,0.0189998091184293,16480,17110,17740,18370,18999
115,-6.8,39.2833,14,abf59294-0770-46bf-a456-c3b11981239f,2354.050273861937,0.0182930187214088,3670,7325,10981,14637,18293
116,24.6333,46.7167,2314,53d9b0e9-af23-449f-b79b-f8afc3e68a5e,270.9317936899004,0.0113458070142877,4120,5927,7733,9539,11345
133,24.95,55.3333,173,00433551-8469-4e77-a9ab-b1160486c917,244.425962340612,0.0106548113651128,2269,4365,6462,8558,10654
140,29.9667,-90.05,233,88ae0f1a-b7dd-4237-b630-61276be556a0,199.62401705431867,0.0091475413905965,2016,3799,5581,7364,9147
148,23.7,90.375,29,884c7d23-8dd3-47bc-af48-11786e45ee1f,484.2925755742332,0.010906729059443,2204,4380,6555,8731,10906
151,21.3,-157.8167,257,92437c97-a647-4785-bb0f-0bd9e418909c,72.12941334968937,0.0311234638347341,6431,12604,18777,24950,31123
